model-1586215754, 1586215852.442, 1.0, 0.0, 0.6, 0.385, 13
model-1586215754, 1586215852.946, 1.0, 0.0, 0.6, 0.3841, 13
model-1586215754, 1586215853.362, 1.0, 0.0, 0.7, 0.2455, 13
model-1586215754, 1586215853.824, 0.99, 0.01, 0.7, 0.3055, 13
model-1586215754, 1586215854.288, 1.0, 0.0, 0.7, 0.3, 13
model-1586215754, 1586215854.482, 1.0, 0.0, 0.7, 0.2903, 13
model-1586215754, 1586215854.972, 1.0, 0.0, 0.7, 0.3, 14
model-1586215754, 1586215855.44, 0.99, 0.01, 0.6, 0.3904, 14
model-1586215754, 1586215855.921, 1.0, 0.0, 0.6, 0.376, 14
model-1586215754, 1586215856.351, 0.99, 0.01, 0.8, 0.2055, 14
model-1586215754, 1586215856.804, 1.0, 0.0, 0.7, 0.2446, 14
model-1586215754, 1586215857.237, 1.0, 0.0, 0.5, 0.485, 14
model-1586215754, 1586215857.685, 1.0, 0.0, 0.9, 0.1204, 14
model-1586215754, 1586215858.132, 1.0, 0.0, 0.6, 0.3844, 14
model-1586215754, 1586215858.652, 1.0, 0.0, 0.7, 0.3011, 14
model-1586215754, 1586215859.094, 1.0, 0.0, 0.7, 0.2764, 14
model-1586215754, 1586215859.524, 0.99, 0.01, 0.7, 0.3049, 14
model-1586215754, 1586215860.019, 1.0, 0.0, 0.5, 0.3799, 14
model-1586215754, 1586215860.203, 1.0, 0.0, 0.7, 0.2851, 14
model-1586215754, 1586215860.702, 1.0, 0.0, 0.9, 0.1211, 15
model-1586215754, 1586215861.202, 0.99, 0.01, 0.9, 0.1054, 15
model-1586215754, 1586215861.664, 1.0, 0.0, 0.6, 0.3914, 15
model-1586215754, 1586215862.099, 0.99, 0.01, 0.5, 0.4857, 15
model-1586215754, 1586215862.537, 1.0, 0.0, 0.7, 0.2765, 15
model-1586215754, 1586215863.007, 1.0, 0.0, 0.6, 0.2811, 15
model-1586215754, 1586215863.48, 1.0, 0.0, 0.5, 0.3794, 15
model-1586215754, 1586215863.935, 1.0, 0.0, 0.8, 0.2055, 15
model-1586215754, 1586215864.398, 1.0, 0.0, 0.7, 0.3049, 15
model-1586215754, 1586215864.828, 1.0, 0.0, 0.8, 0.1999, 15
model-1586215754, 1586215865.258, 0.99, 0.01, 0.5, 0.4365, 15
model-1586215754, 1586215865.713, 1.0, 0.0, 0.7, 0.2992, 15
model-1586215754, 1586215865.907, 1.0, 0.0, 0.9, 0.1023, 15
model-1586215754, 1586215866.4, 1.0, 0.0, 0.7, 0.3001, 16
model-1586215754, 1586215866.892, 0.99, 0.01, 0.8, 0.2066, 16
model-1586215754, 1586215867.38, 1.0, 0.0, 0.8, 0.1438, 16
model-1586215754, 1586215867.837, 0.99, 0.01, 0.8, 0.2056, 16
model-1586215754, 1586215868.323, 1.0, 0.0, 0.6, 0.4001, 16
model-1586215754, 1586215868.799, 1.0, 0.0, 0.7, 0.2687, 16
model-1586215754, 1586215869.281, 1.0, 0.0, 0.7, 0.2686, 16
model-1586215754, 1586215869.754, 1.0, 0.0, 0.6, 0.3967, 16
model-1586215754, 1586215870.201, 1.0, 0.0, 0.8, 0.2, 16
model-1586215754, 1586215870.654, 1.0, 0.0, 0.5, 0.4864, 16
model-1586215754, 1586215871.126, 0.99, 0.01, 0.5, 0.4863, 16
model-1586215754, 1586215871.598, 1.0, 0.0, 0.5, 0.4371, 16
model-1586215754, 1586215871.788, 1.0, 0.0, 0.7, 0.3051, 16
model-1586215754, 1586215872.321, 1.0, 0.0, 0.6, 0.2796, 17
model-1586215754, 1586215872.852, 0.99, 0.01, 0.9, 0.1225, 17
model-1586215754, 1586215873.326, 1.0, 0.0, 0.7, 0.3171, 17
model-1586215754, 1586215873.784, 0.99, 0.01, 0.9, 0.1, 17
model-1586215754, 1586215874.216, 1.0, 0.0, 0.6, 0.3923, 17
model-1586215754, 1586215874.649, 1.0, 0.0, 0.5, 0.4861, 17
model-1586215754, 1586215875.111, 1.0, 0.0, 0.7, 0.3051, 17
model-1586215754, 1586215875.572, 1.0, 0.0, 0.8, 0.2, 17
model-1586215754, 1586215876.056, 1.0, 0.0, 0.8, 0.2231, 17
model-1586215754, 1586215876.528, 1.0, 0.0, 0.8, 0.1425, 17
model-1586215754, 1586215876.963, 0.99, 0.01, 0.7, 0.3, 17
model-1586215754, 1586215877.433, 1.0, 0.0, 0.7, 0.2926, 17
model-1586215754, 1586215877.606, 1.0, 0.0, 0.6, 0.3756, 17
model-1586215754, 1586215878.149, 1.0, 0.0, 0.7, 0.2926, 18
model-1586215754, 1586215878.62, 0.99, 0.01, 0.6, 0.3926, 18
model-1586215754, 1586215879.102, 1.0, 0.0, 0.5, 0.4858, 18
model-1586215754, 1586215879.535, 0.99, 0.01, 0.7, 0.3187, 18
model-1586215754, 1586215880.018, 1.0, 0.0, 0.9, 0.1044, 18
model-1586215754, 1586215880.465, 1.0, 0.0, 0.8, 0.1928, 18
model-1586215754, 1586215880.928, 1.0, 0.0, 0.6, 0.3758, 18
model-1586215754, 1586215881.433, 1.0, 0.0, 0.6, 0.3834, 18
model-1586215754, 1586215881.905, 1.0, 0.0, 0.6, 0.389, 18
model-1586215754, 1586215882.343, 1.0, 0.0, 0.6, 0.3833, 18
model-1586215754, 1586215882.799, 0.99, 0.01, 0.6, 0.2802, 18
model-1586215754, 1586215883.266, 1.0, 0.0, 0.7, 0.3059, 18
model-1586215754, 1586215883.431, 1.0, 0.0, 0.9, 0.1251, 18
model-1586215754, 1586215883.956, 1.0, 0.0, 0.8, 0.2024, 19
model-1586215754, 1586215884.472, 0.99, 0.01, 0.6, 0.3998, 19
model-1586215754, 1586215884.942, 1.0, 0.0, 0.7, 0.2759, 19
model-1586215754, 1586215885.378, 0.99, 0.01, 0.7, 0.306, 19
model-1586215754, 1586215885.801, 1.0, 0.0, 0.7, 0.3, 19
model-1586215754, 1586215886.248, 1.0, 0.0, 0.6, 0.2805, 19
model-1586215754, 1586215886.737, 1.0, 0.0, 0.7, 0.3053, 19
model-1586215754, 1586215887.216, 1.0, 0.0, 0.7, 0.2763, 19
model-1586215754, 1586215887.666, 1.0, 0.0, 0.7, 0.2694, 19
model-1586215754, 1586215888.094, 1.0, 0.0, 0.5, 0.3803, 19
model-1586215754, 1586215888.521, 0.99, 0.01, 0.9, 0.1273, 19
model-1586215754, 1586215889.014, 1.0, 0.0, 0.5, 0.4887, 19
model-1586215754, 1586215889.203, 1.0, 0.0, 0.8, 0.2047, 19
model-1586215754, 1586215889.713, 1.0, 0.0, 0.5, 0.4878, 20
model-1586215754, 1586215890.196, 0.99, 0.01, 0.6, 0.3998, 20
model-1586215754, 1586215890.643, 1.0, 0.0, 0.9, 0.1277, 20
model-1586215754, 1586215891.11, 0.99, 0.01, 0.7, 0.2764, 20
model-1586215754, 1586215891.571, 1.0, 0.0, 0.9, 0.1034, 20
model-1586215754, 1586215891.999, 1.0, 0.0, 0.8, 0.1935, 20
model-1586215754, 1586215892.504, 1.0, 0.0, 0.9, 0.1031, 20
model-1586215754, 1586215892.993, 1.0, 0.0, 0.6, 0.3685, 20
model-1586215754, 1586215893.446, 1.0, 0.0, 0.8, 0.2014, 20
model-1586215754, 1586215893.96, 1.0, 0.0, 0.4, 0.5386, 20
model-1586215754, 1586215894.428, 0.99, 0.01, 0.5, 0.3808, 20
model-1586215754, 1586215894.919, 1.0, 0.0, 0.6, 0.3767, 20
model-1586215754, 1586215895.1, 1.0, 0.0, 0.8, 0.1936, 20
model-1586215754, 1586215895.637, 1.0, 0.0, 0.6, 0.3825, 21
model-1586215754, 1586215896.113, 0.99, 0.01, 0.8, 0.1864, 21
model-1586215754, 1586215896.562, 1.0, 0.0, 0.6, 0.3937, 21
model-1586215754, 1586215897.006, 0.99, 0.01, 0.7, 0.2741, 21
model-1586215754, 1586215897.491, 1.0, 0.0, 0.5, 0.4389, 21
model-1586215754, 1586215897.929, 1.0, 0.0, 0.7, 0.3063, 21
model-1586215754, 1586215898.379, 1.0, 0.0, 0.6, 0.3929, 21
model-1586215754, 1586215898.855, 1.0, 0.0, 0.8, 0.1426, 21
model-1586215754, 1586215899.321, 1.0, 0.0, 0.8, 0.2048, 21
model-1586215754, 1586215899.775, 1.0, 0.0, 0.7, 0.3021, 21
model-1586215754, 1586215900.201, 0.99, 0.01, 0.6, 0.3821, 21
model-1586215754, 1586215900.688, 1.0, 0.0, 0.7, 0.2937, 21
model-1586215754, 1586215900.883, 1.0, 0.0, 0.7, 0.2694, 21
model-1586215754, 1586215901.393, 1.0, 0.0, 0.6, 0.3682, 22
model-1586215754, 1586215902.021, 0.99, 0.01, 0.7, 0.2769, 22
model-1586215754, 1586215902.534, 1.0, 0.0, 0.8, 0.1422, 22
model-1586215754, 1586215903.016, 0.99, 0.01, 0.7, 0.3056, 22
model-1586215754, 1586215903.48, 1.0, 0.0, 0.5, 0.49, 22
model-1586215754, 1586215903.954, 1.0, 0.0, 0.7, 0.3, 22
model-1586215754, 1586215904.442, 1.0, 0.0, 0.8, 0.1328, 22
model-1586215754, 1586215904.951, 1.0, 0.0, 0.8, 0.2065, 22
model-1586215754, 1586215905.446, 1.0, 0.0, 0.8, 0.1938, 22
model-1586215754, 1586215905.88, 1.0, 0.0, 0.8, 0.1644, 22
model-1586215754, 1586215906.371, 0.99, 0.01, 0.8, 0.1336, 22
model-1586215754, 1586215906.881, 1.0, 0.0, 0.6, 0.3334, 22
model-1586215754, 1586215907.063, 1.0, 0.0, 0.6, 0.3686, 22
model-1586215754, 1586215907.554, 1.0, 0.0, 0.7, 0.2991, 23
model-1586215754, 1586215908.023, 0.99, 0.01, 0.6, 0.4029, 23
model-1586215754, 1586215908.514, 1.0, 0.0, 0.6, 0.3683, 23
model-1586215754, 1586215908.968, 0.99, 0.01, 0.7, 0.2334, 23
model-1586215754, 1586215909.398, 1.0, 0.0, 0.7, 0.2777, 23
model-1586215754, 1586215909.866, 1.0, 0.0, 0.6, 0.3778, 23
model-1586215754, 1586215910.322, 1.0, 0.0, 0.6, 0.3779, 23
model-1586215754, 1586215910.825, 1.0, 0.0, 0.6, 0.3998, 23
model-1586215754, 1586215911.286, 1.0, 0.0, 0.7, 0.2426, 23
model-1586215754, 1586215911.738, 1.0, 0.0, 0.7, 0.3066, 23
model-1586215754, 1586215912.173, 0.99, 0.01, 0.7, 0.2639, 23
model-1586215754, 1586215912.629, 1.0, 0.0, 0.7, 0.3057, 23
model-1586215754, 1586215912.807, 1.0, 0.0, 0.7, 0.2634, 23
model-1586215754, 1586215913.296, 1.0, 0.0, 0.8, 0.1941, 24
model-1586215754, 1586215913.79, 0.99, 0.01, 0.7, 0.2694, 24
model-1586215754, 1586215914.252, 1.0, 0.0, 0.8, 0.2, 24
model-1586215754, 1586215914.689, 0.99, 0.01, 0.7, 0.3, 24
model-1586215754, 1586215915.111, 1.0, 0.0, 0.7, 0.2414, 24
model-1586215754, 1586215915.532, 1.0, 0.0, 0.8, 0.2047, 24
model-1586215754, 1586215915.994, 1.0, 0.0, 0.7, 0.3, 24
model-1586215754, 1586215916.452, 1.0, 0.0, 0.7, 0.3, 24
model-1586215754, 1586215916.913, 1.0, 0.0, 0.7, 0.2425, 24
model-1586215754, 1586215917.361, 1.0, 0.0, 0.8, 0.1998, 24
model-1586215754, 1586215917.833, 0.99, 0.01, 0.8, 0.1358, 24
model-1586215754, 1586215918.329, 1.0, 0.0, 0.6, 0.3922, 24
model-1586215754, 1586215918.49, 1.0, 0.0, 0.8, 0.1354, 24
model-1586215754, 1586215918.98, 1.0, 0.0, 0.8, 0.1417, 25
model-1586215754, 1586215919.474, 0.99, 0.01, 0.6, 0.4036, 25
model-1586215754, 1586215919.927, 1.0, 0.0, 0.5, 0.4914, 25
model-1586215754, 1586215920.368, 0.99, 0.01, 0.7, 0.3, 25
model-1586215754, 1586215920.809, 1.0, 0.0, 0.6, 0.3818, 25
model-1586215754, 1586215921.248, 1.0, 0.0, 0.5, 0.4916, 25
model-1586215754, 1586215921.713, 1.0, 0.0, 0.7, 0.3, 25
model-1586215754, 1586215922.159, 1.0, 0.0, 0.5, 0.4918, 25
model-1586215754, 1586215922.629, 1.0, 0.0, 0.7, 0.3069, 25
model-1586215754, 1586215923.06, 1.0, 0.0, 0.8, 0.2032, 25
model-1586215754, 1586215923.489, 0.99, 0.01, 0.8, 0.1362, 25
model-1586215754, 1586215923.981, 1.0, 0.0, 0.6, 0.3998, 25
model-1586215754, 1586215924.184, 1.0, 0.0, 0.8, 0.2, 25
model-1586215754, 1586215924.731, 1.0, 0.0, 0.6, 0.3312, 26
model-1586215754, 1586215925.313, 0.99, 0.01, 0.6, 0.3818, 26
model-1586215754, 1586215925.817, 1.0, 0.0, 0.8, 0.1416, 26
model-1586215754, 1586215926.248, 0.99, 0.01, 0.4, 0.5409, 26
model-1586215754, 1586215926.67, 1.0, 0.0, 0.7, 0.2789, 26
model-1586215754, 1586215927.115, 1.0, 0.0, 0.8, 0.1367, 26
model-1586215754, 1586215927.582, 1.0, 0.0, 0.6, 0.3791, 26
model-1586215754, 1586215928.046, 1.0, 0.0, 0.7, 0.3184, 26
model-1586215754, 1586215928.507, 1.0, 0.0, 0.5, 0.4923, 26
model-1586215754, 1586215929.042, 1.0, 0.0, 0.5, 0.4923, 26
model-1586215754, 1586215929.645, 0.99, 0.01, 0.7, 0.2869, 26
model-1586215754, 1586215930.251, 1.0, 0.0, 0.7, 0.3024, 26
model-1586215754, 1586215930.46, 1.0, 0.0, 0.7, 0.3061, 26
model-1586215754, 1586215931.122, 1.0, 0.0, 0.6, 0.3573, 27
model-1586215754, 1586215931.653, 0.99, 0.01, 0.8, 0.2, 27
model-1586215754, 1586215932.13, 1.0, 0.0, 0.6, 0.4061, 27
model-1586215754, 1586215932.56, 0.99, 0.01, 0.8, 0.1947, 27
model-1586215754, 1586215933.023, 1.0, 0.0, 0.6, 0.4, 27
model-1586215754, 1586215933.489, 1.0, 0.0, 0.7, 0.2821, 27
model-1586215754, 1586215933.982, 1.0, 0.0, 0.8, 0.1374, 27
