model-1586215754, 1586215755.543, 1.0, 0.0, 0.8, 0.169, 0
model-1586215754, 1586215755.998, 0.99, 0.01, 0.9, 0.1006, 0
model-1586215754, 1586215756.622, 1.0, 0.0, 0.8, 0.1907, 0
model-1586215754, 1586215757.062, 0.98, 0.02, 0.7, 0.2997, 0
model-1586215754, 1586215757.55, 1.0, 0.0, 0.6, 0.329, 0
model-1586215754, 1586215757.986, 1.0, 0.0004, 0.8, 0.18, 0
model-1586215754, 1586215758.43, 1.0, 0.0018, 0.9, 0.1001, 0
model-1586215754, 1586215758.9, 1.0, 0.0, 0.5, 0.4989, 0
model-1586215754, 1586215759.395, 1.0, 0.0, 0.8, 0.1803, 0
model-1586215754, 1586215759.922, 1.0, 0.0, 0.5, 0.4862, 0
model-1586215754, 1586215760.452, 0.99, 0.01, 0.8, 0.1884, 0
model-1586215754, 1586215760.921, 1.0, 0.0, 0.6, 0.3285, 0
model-1586215754, 1586215761.084, 1.0, 0.0, 0.7, 0.3004, 0
model-1586215754, 1586215761.586, 1.0, 0.0, 0.8, 0.206, 1
model-1586215754, 1586215762.187, 0.99, 0.01, 0.4, 0.601, 1
model-1586215754, 1586215762.735, 1.0, 0.0, 0.6, 0.3543, 1
model-1586215754, 1586215763.22, 0.98, 0.02, 0.6, 0.401, 1
model-1586215754, 1586215763.838, 1.0, 0.0, 0.7, 0.2941, 1
model-1586215754, 1586215764.323, 1.0, 0.0, 0.8, 0.1752, 1
model-1586215754, 1586215764.847, 1.0, 0.0004, 0.7, 0.2535, 1
model-1586215754, 1586215765.304, 1.0, 0.0008, 0.7, 0.2888, 1
model-1586215754, 1586215765.862, 0.99, 0.006, 0.8, 0.2077, 1
model-1586215754, 1586215766.35, 1.0, 0.0, 0.7, 0.2973, 1
model-1586215754, 1586215766.851, 0.99, 0.01, 0.7, 0.3186, 1
model-1586215754, 1586215767.395, 1.0, 0.0, 0.8, 0.1524, 1
model-1586215754, 1586215767.577, 1.0, 0.0, 0.6, 0.4045, 1
model-1586215754, 1586215768.159, 1.0, 0.0, 0.9, 0.1004, 2
model-1586215754, 1586215768.645, 0.99, 0.01, 0.6, 0.3932, 2
model-1586215754, 1586215769.068, 0.99, 0.0101, 0.7, 0.228, 2
model-1586215754, 1586215769.524, 0.98, 0.02, 0.6, 0.41, 2
model-1586215754, 1586215770.322, 1.0, 0.0006, 0.7, 0.3022, 2
model-1586215754, 1586215770.994, 1.0, 0.0, 0.6, 0.3947, 2
model-1586215754, 1586215771.703, 0.99, 0.0049, 0.5, 0.4311, 2
model-1586215754, 1586215772.469, 1.0, 0.0, 0.6, 0.3269, 2
model-1586215754, 1586215773.334, 1.0, 0.0001, 0.8, 0.2008, 2
model-1586215754, 1586215774.102, 1.0, 0.0001, 0.6, 0.3978, 2
model-1586215754, 1586215774.747, 0.99, 0.01, 0.8, 0.2, 2
model-1586215754, 1586215775.434, 1.0, 0.0, 0.5, 0.4896, 2
model-1586215754, 1586215775.679, 1.0, 0.0, 0.8, 0.2135, 2
model-1586215754, 1586215776.389, 1.0, 0.0022, 0.8, 0.1352, 3
model-1586215754, 1586215777.125, 0.99, 0.0107, 0.5, 0.4904, 3
model-1586215754, 1586215777.802, 1.0, 0.0, 0.7, 0.2413, 3
model-1586215754, 1586215778.481, 0.98, 0.02, 0.5, 0.3939, 3
model-1586215754, 1586215779.155, 0.99, 0.0101, 0.4, 0.4879, 3
model-1586215754, 1586215779.895, 1.0, 0.0015, 0.7, 0.2383, 3
model-1586215754, 1586215780.627, 1.0, 0.0014, 0.4, 0.5284, 3
model-1586215754, 1586215781.372, 0.99, 0.0042, 0.9, 0.1105, 3
model-1586215754, 1586215781.975, 1.0, 0.0002, 0.7, 0.2946, 3
model-1586215754, 1586215782.565, 1.0, 0.0, 0.6, 0.3706, 3
model-1586215754, 1586215783.275, 0.99, 0.0101, 0.7, 0.2999, 3
model-1586215754, 1586215783.983, 1.0, 0.0, 0.5, 0.522, 3
model-1586215754, 1586215784.2, 1.0, 0.0, 0.7, 0.2995, 3
model-1586215754, 1586215784.971, 1.0, 0.0, 0.6, 0.3998, 4
model-1586215754, 1586215785.572, 0.99, 0.01, 0.7, 0.2485, 4
model-1586215754, 1586215786.191, 1.0, 0.0007, 0.4, 0.5414, 4
model-1586215754, 1586215786.742, 0.98, 0.0198, 0.9, 0.1011, 4
model-1586215754, 1586215787.236, 0.99, 0.0098, 0.8, 0.1662, 4
model-1586215754, 1586215787.725, 0.99, 0.003, 0.9, 0.0998, 4
model-1586215754, 1586215788.24, 0.99, 0.0045, 0.8, 0.1356, 4
model-1586215754, 1586215788.772, 1.0, 0.0, 0.8, 0.143, 4
model-1586215754, 1586215789.296, 0.99, 0.0046, 0.6, 0.3688, 4
model-1586215754, 1586215789.963, 1.0, 0.0001, 0.8, 0.2022, 4
model-1586215754, 1586215790.508, 0.99, 0.0101, 0.8, 0.18, 4
model-1586215754, 1586215791.19, 1.0, 0.0003, 0.7, 0.3012, 4
model-1586215754, 1586215791.402, 1.0, 0.0, 0.6, 0.4036, 4
model-1586215754, 1586215792.092, 0.99, 0.0093, 0.9, 0.1111, 5
model-1586215754, 1586215792.757, 0.99, 0.0108, 0.7, 0.3004, 5
model-1586215754, 1586215793.376, 1.0, 0.0002, 0.7, 0.1932, 5
model-1586215754, 1586215794.038, 0.99, 0.0103, 0.8, 0.1116, 5
model-1586215754, 1586215794.626, 1.0, 0.0014, 0.7, 0.2842, 5
model-1586215754, 1586215795.278, 1.0, 0.0025, 0.5, 0.4232, 5
model-1586215754, 1586215795.91, 1.0, 0.0001, 0.8, 0.1859, 5
model-1586215754, 1586215796.514, 1.0, 0.0023, 0.5, 0.4326, 5
model-1586215754, 1586215797.097, 1.0, 0.0002, 0.5, 0.5, 5
model-1586215754, 1586215797.885, 0.99, 0.0088, 0.5, 0.5001, 5
model-1586215754, 1586215798.595, 0.99, 0.01, 0.7, 0.3215, 5
model-1586215754, 1586215799.56, 1.0, 0.0001, 0.7, 0.2979, 5
model-1586215754, 1586215800.044, 1.0, 0.0, 0.8, 0.1884, 5
model-1586215754, 1586215800.77, 1.0, 0.0001, 0.7, 0.2982, 6
model-1586215754, 1586215801.507, 0.99, 0.01, 0.8, 0.1963, 6
model-1586215754, 1586215802.327, 1.0, 0.0, 0.7, 0.2429, 6
model-1586215754, 1586215802.96, 0.99, 0.01, 0.7, 0.2991, 6
model-1586215754, 1586215803.593, 1.0, 0.0001, 0.7, 0.2711, 6
model-1586215754, 1586215804.256, 1.0, 0.0, 0.7, 0.3022, 6
model-1586215754, 1586215804.924, 1.0, 0.0021, 0.8, 0.2, 6
model-1586215754, 1586215805.552, 1.0, 0.0, 0.8, 0.2194, 6
model-1586215754, 1586215806.179, 1.0, 0.0002, 0.7, 0.1947, 6
model-1586215754, 1586215806.659, 1.0, 0.0002, 0.7, 0.2995, 6
model-1586215754, 1586215807.192, 0.98, 0.0154, 0.7, 0.174, 6
model-1586215754, 1586215807.8, 1.0, 0.0, 0.4, 0.5996, 6
model-1586215754, 1586215807.985, 1.0, 0.0, 0.8, 0.1381, 6
model-1586215754, 1586215808.583, 1.0, 0.0, 0.8, 0.2135, 7
model-1586215754, 1586215809.196, 0.99, 0.0123, 0.6, 0.4004, 7
model-1586215754, 1586215809.777, 1.0, 0.0, 0.5, 0.4519, 7
model-1586215754, 1586215810.343, 0.98, 0.02, 0.6, 0.3919, 7
model-1586215754, 1586215810.828, 1.0, 0.0, 0.7, 0.2918, 7
model-1586215754, 1586215811.397, 1.0, 0.0003, 0.4, 0.5788, 7
model-1586215754, 1586215812.025, 0.99, 0.0059, 0.6, 0.3622, 7
model-1586215754, 1586215812.785, 1.0, 0.0001, 0.7, 0.2566, 7
model-1586215754, 1586215813.374, 1.0, 0.0, 0.6, 0.4, 7
model-1586215754, 1586215813.94, 1.0, 0.0, 0.6, 0.3988, 7
model-1586215754, 1586215814.601, 0.99, 0.011, 0.8, 0.1407, 7
model-1586215754, 1586215815.128, 1.0, 0.0, 0.6, 0.4012, 7
model-1586215754, 1586215815.328, 1.0, 0.0, 0.6, 0.3978, 7
model-1586215754, 1586215815.858, 1.0, 0.0005, 0.8, 0.1992, 8
model-1586215754, 1586215816.341, 0.99, 0.01, 0.9, 0.0872, 8
model-1586215754, 1586215816.833, 1.0, 0.0003, 0.5, 0.4638, 8
model-1586215754, 1586215817.309, 0.98, 0.0204, 0.7, 0.315, 8
model-1586215754, 1586215817.804, 1.0, 0.0003, 0.5, 0.4968, 8
model-1586215754, 1586215818.308, 1.0, 0.0002, 0.8, 0.1679, 8
model-1586215754, 1586215818.764, 1.0, 0.0004, 0.8, 0.2061, 8
model-1586215754, 1586215819.3, 1.0, 0.0025, 0.7, 0.2999, 8
model-1586215754, 1586215819.972, 1.0, 0.0001, 0.5, 0.4972, 8
model-1586215754, 1586215820.568, 1.0, 0.0006, 0.6, 0.3919, 8
model-1586215754, 1586215821.16, 0.99, 0.01, 0.8, 0.1358, 8
model-1586215754, 1586215821.645, 1.0, 0.0002, 0.6, 0.4166, 8
model-1586215754, 1586215821.804, 1.0, 0.0, 0.8, 0.2243, 8
model-1586215754, 1586215822.483, 0.99, 0.0085, 0.9, 0.1228, 9
model-1586215754, 1586215823.139, 0.99, 0.01, 0.6, 0.355, 9
model-1586215754, 1586215823.776, 1.0, 0.0, 0.6, 0.3944, 9
model-1586215754, 1586215824.398, 0.99, 0.01, 0.5, 0.3922, 9
model-1586215754, 1586215825.012, 1.0, 0.0, 0.6, 0.3538, 9
model-1586215754, 1586215825.525, 1.0, 0.0, 0.7, 0.3097, 9
model-1586215754, 1586215826.276, 1.0, 0.0001, 0.7, 0.2952, 9
model-1586215754, 1586215826.828, 1.0, 0.0, 0.7, 0.1637, 9
model-1586215754, 1586215827.329, 1.0, 0.0002, 0.5, 0.5154, 9
model-1586215754, 1586215827.871, 1.0, 0.0005, 0.7, 0.3008, 9
model-1586215754, 1586215828.342, 0.99, 0.0109, 0.7, 0.2995, 9
model-1586215754, 1586215828.862, 1.0, 0.0, 0.7, 0.2887, 9
model-1586215754, 1586215829.054, 1.0, 0.0, 0.6, 0.4129, 9
model-1586215754, 1586215829.663, 1.0, 0.0001, 0.8, 0.2224, 10
model-1586215754, 1586215830.178, 0.99, 0.01, 0.7, 0.22, 10
model-1586215754, 1586215830.727, 1.0, 0.0, 0.7, 0.2862, 10
model-1586215754, 1586215831.192, 0.99, 0.01, 0.5, 0.5214, 10
model-1586215754, 1586215831.674, 1.0, 0.0001, 0.7, 0.2169, 10
model-1586215754, 1586215832.145, 1.0, 0.0, 0.7, 0.2997, 10
model-1586215754, 1586215832.63, 1.0, 0.0, 0.7, 0.3, 10
model-1586215754, 1586215833.133, 1.0, 0.0, 0.7, 0.3002, 10
model-1586215754, 1586215833.655, 1.0, 0.0, 0.7, 0.2848, 10
model-1586215754, 1586215834.138, 1.0, 0.0, 0.9, 0.103, 10
model-1586215754, 1586215834.597, 0.99, 0.01, 0.6, 0.387, 10
model-1586215754, 1586215835.194, 1.0, 0.0, 0.7, 0.2998, 10
model-1586215754, 1586215835.364, 1.0, 0.0, 0.9, 0.122, 10
model-1586215754, 1586215835.992, 1.0, 0.0, 0.6, 0.2929, 11
model-1586215754, 1586215836.505, 0.99, 0.0101, 0.7, 0.3001, 11
model-1586215754, 1586215837.016, 1.0, 0.0, 0.6, 0.3691, 11
model-1586215754, 1586215837.61, 0.99, 0.01, 0.7, 0.3001, 11
model-1586215754, 1586215838.084, 1.0, 0.0, 0.7, 0.3, 11
model-1586215754, 1586215838.583, 1.0, 0.0, 0.5, 0.4362, 11
model-1586215754, 1586215839.069, 1.0, 0.0, 0.7, 0.2677, 11
model-1586215754, 1586215839.535, 1.0, 0.0, 0.7, 0.2742, 11
model-1586215754, 1586215840.083, 1.0, 0.0, 0.7, 0.3043, 11
model-1586215754, 1586215840.634, 1.0, 0.0, 0.9, 0.1129, 11
model-1586215754, 1586215841.167, 0.99, 0.01, 0.8, 0.2103, 11
model-1586215754, 1586215841.68, 1.0, 0.0, 0.5, 0.4839, 11
model-1586215754, 1586215841.863, 1.0, 0.0, 0.5, 0.483, 11
model-1586215754, 1586215842.491, 1.0, 0.0, 0.7, 0.3165, 12
model-1586215754, 1586215843.165, 0.99, 0.01, 0.8, 0.2, 12
model-1586215754, 1586215843.755, 1.0, 0.0, 0.6, 0.3366, 12
model-1586215754, 1586215844.234, 0.99, 0.01, 0.5, 0.4366, 12
model-1586215754, 1586215844.832, 1.0, 0.0, 0.9, 0.1166, 12
model-1586215754, 1586215845.312, 1.0, 0.0, 0.7, 0.3057, 12
model-1586215754, 1586215845.797, 1.0, 0.0, 0.9, 0.1012, 12
model-1586215754, 1586215846.256, 1.0, 0.0, 0.7, 0.3, 12
model-1586215754, 1586215846.963, 1.0, 0.0, 0.6, 0.3858, 12
model-1586215754, 1586215847.465, 1.0, 0.0, 0.6, 0.3857, 12
model-1586215754, 1586215847.928, 0.99, 0.01, 0.7, 0.2746, 12
model-1586215754, 1586215848.457, 1.0, 0.0, 0.5, 0.4825, 12
model-1586215754, 1586215848.641, 1.0, 0.0, 0.9, 0.1014, 12
model-1586215754, 1586215849.177, 1.0, 0.0, 0.4, 0.5361, 13
model-1586215754, 1586215849.646, 0.99, 0.01, 0.5, 0.4361, 13
model-1586215754, 1586215850.118, 1.0, 0.0, 0.6, 0.3749, 13
model-1586215754, 1586215850.553, 0.99, 0.01, 0.8, 0.2, 13
model-1586215754, 1586215851.035, 1.0, 0.0, 0.7, 0.3, 13
model-1586215754, 1586215851.451, 1.0, 0.0, 0.9, 0.1183, 13
model-1586215754, 1586215852.007, 1.0, 0.0, 0.7, 0.2771, 13
